Street_bounding,Name_bounding,Address_bounding,Rating_bounding,Place ID,Latitude_bounding,Longitude_bounding,flag
34th St,Neumeyer Environmental Services Inc,"3527 Smallman Street, Pittsburgh",4.7,ChIJaU_jbrTzNIgR8Jlpw2nCa6o,40.4652411,-79.9672918,broad_filled
penn ave,Allegheny County Maintenance District 7,"40th Street, Pittsburgh",,ChIJaZjxzqTzNIgRF_5vdAv65Mc,40.47085259999999,-79.96496929999999,consolidated
liberty ave,Melwood Parklet,Pittsburgh,,ChIJaae-EzbyNIgRcgjFLCh3oPo,40.4599128,-79.9574781,consolidated
Penn Ave,Dreadnought Wines,"3401 Liberty Avenue, Pittsburgh",4.5,ChIJab2bXbXzNIgRDj2PQaJYljo,40.461966,-79.96541020000001,broad_filled
liberty ave,VINOTEKA // Apteka Bottle Shop,"4606 Penn Avenue, Pittsburgh",1.0,ChIJabuQhzbzNIgRlwNRpZtyQAc,40.4657185,-79.9493265,bounding_only
penn ave,Butler St + 38th St,United States,,ChIJaf5kVLPzNIgR2Zjo9-x3lZ8,40.466735,-79.964298,bounding_only
Penn Ave,Petraglia Auto Service,"3800 Liberty Avenue, Pittsburgh",4.7,ChIJawkyZkryNIgRISvzcd-KmxQ,40.4621558,-79.960595,broad_filled
liberty ave,Allegheny Health Network,"4800 Friendship Avenue, Pittsburgh",2.0,ChIJb-iIr0DyNIgRnMyS0DPaJtI,40.4609627,-79.94692119999999,bounding_only
butler st,The Abbey on Butler Street,"4635 Butler Street, Pittsburgh",4.3,ChIJb026fVHyNIgRp717s78G9n0,40.4738272,-79.9584053,consolidated
butler st,Rainstick Dreams,"100 43rd Street #112, Pittsburgh",5.0,ChIJb0RsUDzzNIgRt5jGSLmHzgE,40.4728738,-79.9638856,consolidated
penn ave,Lauren Dornin,"310 Fisk Street, Pittsburgh",,ChIJb5ocTUnyNIgRnmq0qx5dmSw,40.4659797,-79.9579565,consolidated
penn ave,Umami,"202 38th Street, Pittsburgh",4.6,ChIJbTN0U7PzNIgRbg-WVM1LlSU,40.4666498,-79.9642252,bounding_only
liberty ave,KeyMe Locksmiths,"4411 Howley Street, Pittsburgh",3.7,ChIJbV91_1fBxokRtk1tw2pa7EM,40.46468,-79.95277,bounding_only
51st st,JEM Industries LLC,"10 Sedgwick Street, Pittsburgh",,ChIJbWIuiajzNIgRPEl_ODlkk8g,40.47961149999999,-79.9744565,consolidated
liberty ave,Aesthetic Skin & Laser Center,"4424 Penn Avenue #102, Pittsburgh",4.7,ChIJbX3k-UXyNIgR5D8HWNGfgMk,40.4659071,-79.9526076,bounding_only
liberty ave,Ream Kirsten L DDS,"4424 Penn Avenue, Pittsburgh",5.0,ChIJbX3k-UXyNIgRE3wP4NKikLw,40.4659087,-79.9526266,bounding_only
liberty ave,Pittsburgh Eye Associates,"4202 Penn Avenue, Pittsburgh",4.6,ChIJbX3k-UXyNIgRGpiWcu5cNtY,40.4656042,-79.9542106,bounding_only
liberty ave,"Christopher N. Cecchini, O.D.","4202 Penn Avenue, Pittsburgh",5.0,ChIJbX3k-UXyNIgRWoetbY6e3Jc,40.4656042,-79.9542106,bounding_only
penn ave,MASIMEX,"3812 Penn Avenue, Pittsburgh",,ChIJbYS2vEvyNIgRyOH4EqFezo0,40.464444,-79.96064700000001,consolidated
44th St,Lowrie St + Heckleman,United States,,ChIJbc4LxLvzNIgRU_FQhujZEjA,40.468706,-79.97907099999999,broad_filled
liberty ave,Mach9 Robotics,"4041 Liberty Avenue STE 100, Pittsburgh",,ChIJbcly1ojzNIgR4NDnUU0auMY,40.4632515,-79.955743,bounding_only
penn ave,Joey Kennedy Photography,"330 46th Street, Pittsburgh",5.0,ChIJbeYILU7yNIgRbjxj9suP97k,40.4702054,-79.9558125,consolidated
penn ave,Baseball Field,Pittsburgh,,ChIJbwHrgUzyNIgR1iV0_2FCcUs,40.4663936,-79.96132419999999,bounding_only
liberty ave,Sunoco Gas Station,"4068 Penn Avenue, Pittsburgh",2.7,ChIJbwnM00jyNIgRYCdtP14CQl8,40.46542960000001,-79.9553218,bounding_only
liberty ave,Angelo Daniel Lupariello,"4564 Penn Avenue, Pittsburgh",,ChIJbzxZLUTyNIgREv8CsUtynME,40.4657828,-79.9499864,bounding_only
McCandless Ave,Custom Hair Studio,"227 North Avenue, Millvale",5.0,ChIJc0v6A1PzNIgRz9x40fArCP8,40.48166680000001,-79.9745439,broad_filled
penn ave,Sanctuary Pittsburgh,"3533 Butler Street, Pittsburgh",4.9,ChIJc18qRJjzNIgR0LqDRIPObFk,40.464947,-79.965942,bounding_only
48th St,Millvale United Methodist Church,"122 Butler Street, Millvale",,ChIJc1kFs6nzNIgRzDGo5ucIkVw,40.480366,-79.9721983,broad_filled
liberty ave,COBRA,"4305 Main Street, Pittsburgh",4.2,ChIJc3XikMPzNIgRIMEvdV023JA,40.464199,-79.9529647,bounding_only
butler st,Chez Lapin,"100 43rd Street #105, Pittsburgh",5.0,ChIJcR1JaGvzNIgRV_iMCv08CAY,40.4725733,-79.9637281,consolidated
liberty ave,Yolanda,"4606 Liberty Avenue, Pittsburgh",4.8,ChIJcVEorkfyNIgRozlRmi0AJfc,40.4623854,-79.9506748,consolidated
liberty ave,Liberty Ave + Canoe,United States,,ChIJcVwXVkjyNIgRuSglKKe-p10,40.463092,-79.955382,bounding_only
butler st,Keith & Co.,"100 43rd Street #211, Pittsburgh",,ChIJcW4tZFXzNIgRRufl5eIbao4,40.4728989,-79.9639163,consolidated
Plummer St,Millvale Community Center,"416 Lincoln Avenue, Millvale",5.0,ChIJcWYUSqjzNIgRpn44TyeVNEw,40.4809507,-79.9726999,broad_filled
penn ave,Panello,"3703 Butler Street, Pittsburgh",5.0,ChIJcXeHp7TzNIgR7gH2c_BdidY,40.46644120000001,-79.96479649999999,consolidated
butler st,Leslie Park Gallery,"4607 Butler Street, Pittsburgh",5.0,ChIJcYW4rovzNIgRZ5TuH-C3ELY,40.4731853,-79.95884470000001,consolidated
50th St,Release & Restore Wellness Center,"501 Grant Avenue, Millvale",5.0,ChIJcY_WlrXzNIgR9OY5_63RPaQ,40.48034619999999,-79.9741396,broad_filled
liberty ave,Medical Rehabilitation Inc,"4412 Penn Avenue, Pittsburgh",,ChIJcYlmVk_yNIgR7ml7DQ4diUU,40.4658629,-79.9529759,bounding_only
45th St,Cousins Lounge,"203 Grant Avenue, Millvale",4.6,ChIJc_WdFqnzNIgR1OwpYf3aX-0,40.47874059999999,-79.97123710000001,broad_filled
48th St,Tough as nails,"30 Butler Street, Pittsburgh",4.5,ChIJcad7-ZrzNIgRfb02ksyIIbA,40.4796092,-79.9729567,broad_filled
liberty ave,Pizza Italia,"4512 Liberty Avenue, Pittsburgh",4.4,ChIJcahYNUbyNIgRkh-YFLBrnyk,40.46273180000001,-79.9515103,consolidated
penn ave,Penn Ave at 39th St,United States,,ChIJceUAvkvyNIgRGpJpKPNufPE,40.464784,-79.9601795,consolidated
liberty ave,Heating & Air Conditioning,"4700 Lorigan Street, Pittsburgh",3.0,ChIJcyhvIjjyNIgRYc6H47SsRK0,40.4589789,-79.9524299,consolidated
liberty ave,Bloomfield Bridge,"Martin Luther King Jr. East Busway, Pittsburgh",5.0,ChIJd0wWA6zzNIgRAJ2ox5hXVqw,40.4603451,-79.9559297,consolidated
Plummer St,Sunoco Gas Station,"300 Grant Avenue, Millvale",2.1,ChIJd181_qjzNIgRmSzlU8BNmWM,40.4795655,-79.9722123,broad_filled
42nd st,Reserve Township,Reserve Township,,ChIJd2QdaXXzNIgR0J13ljHmHAc,40.4862334,-79.9892034,consolidated
butler st,Ice House Studios,"100 43rd Street, Pittsburgh",4.8,ChIJd3cEy1LyNIgRPzOm-SitCVc,40.472912,-79.9636963,consolidated
butler st,Kelly Lane,"100 43rd Street #108, Pittsburgh",,ChIJd3cEy1LyNIgRx6IZukmxUh4,40.4728608,-79.9638889,consolidated
butler st,Helomics Corporation,"91 43rd Street #130, Pittsburgh",4.2,ChIJd4-V93PxNIgRWUDBXN_tvZU,40.473484,-79.96365349999999,consolidated
liberty ave,Eisaman Contract Associates Inc,"4063 Liberty Avenue, Pittsburgh",,ChIJd5Oy9kjyNIgRqm0VA1ldva8,40.4635059,-79.954769,bounding_only
penn ave,Honey Hair Co.,"4053 Penn Avenue, Pittsburgh",4.9,ChIJdRvgXNXzNIgRpLlvrw4-UwE,40.4656332,-79.9559044,bounding_only
34th St,Perlora Warehouse,"3524 Charlotte Street, Pittsburgh",,ChIJdSkN9LTzNIgRhu1S3tz49do,40.4650863,-79.9665117,broad_filled
liberty ave,Nova Dental Associates: Waskowitz Joshua DDS,"4600 Liberty Avenue #1923, Pittsburgh",2.7,ChIJdaWdsUfyNIgR-gZZGCzEVWQ,40.4624191,-79.95089879999999,consolidated
liberty ave,Nova Dental Associates Dr. Wolff,"4600 Liberty Avenue, Pittsburgh",3.0,ChIJdaWdsUfyNIgRNGli8DnWpAI,40.4624629,-79.9508432,consolidated
liberty ave,Love Joie,"4600 Liberty Avenue #1923, Pittsburgh",,ChIJdaWdsUfyNIgRlpa-JYdWl1k,40.4624191,-79.95089879999999,bounding_only
liberty ave,Golba & Associates - Architecture,"4055 Liberty Avenue #3, Pittsburgh",,ChIJdb08-kjyNIgRoV9joqovTQc,40.4634452,-79.9550636,bounding_only
penn ave,Coinhub Bitcoin ATM Teller,"4000 Butler Street, Pittsburgh",,ChIJdc26lUDzNIgRaSfvzzMmqLc,40.4686869,-79.961652,consolidated
penn ave,Noble Newborn,"3700 Butler Street, Pittsburgh",,ChIJdeNzqbTzNIgRNWlnyFxNaNc,40.4662644,-79.9644211,bounding_only
penn ave,The Vandal,"4306 Butler Street, Pittsburgh",4.5,ChIJdfRhi03yNIgRi_2aR5XCEWU,40.4708202,-79.960028,consolidated
penn ave,Una Biologicals,"3707 Butler Street, Pittsburgh",4.9,ChIJdxDZdFLyNIgR9WuaNtWF4bs,40.46652149999999,-79.9646896,consolidated
butler st,The Juice Yard,"4417 Butler Street, Pittsburgh",,ChIJe04o9j_zNIgRRy7z7aSMcik,40.47207400000001,-79.9596771,consolidated
44th St,Harold's Haunt,"142 Grant Avenue, Millvale",4.8,ChIJe2v4zy7zNIgRWiVQxxOcKPs,40.478621,-79.9706763,broad_filled
45th St,Eat Local Shop Small,"215 Grant Avenue, Millvale",,ChIJe31vNlSPyWcRZrYShwCegx0,40.4789463,-79.97159169999999,broad_filled
penn ave,New Alliance Federal Credit Union (Lawrenceville),"3709 Butler Street, Pittsburgh",4.3,ChIJe59Da2jzNIgR7BUFPAp-SoE,40.46662329999999,-79.964732,consolidated
penn ave,Reb and Roon Boutique,"4112 Butler Street, Pittsburgh",5.0,ChIJe9xeU3zzNIgRwjemzmo6Dv8,40.4698416,-79.9606687,consolidated
liberty ave,Khan Adeel DDS,"4600 Liberty Avenue #1923, Pittsburgh",,ChIJeQqBsUfyNIgRlsca-8rmrKs,40.4624191,-79.95089879999999,consolidated
butler st,Pittsburgh Burrito Bus,"Parking, Lot 108 43rd Street, Pittsburgh",3.0,ChIJeVZdw6zzNIgR167wSvsiOTw,40.4724333,-79.9631394,consolidated
liberty ave,Zipcar,"4401 Liberty Avenue, Pittsburgh",1.0,ChIJeZX2OUbyNIgRkYe-VTSUwLI,40.46418070000001,-79.9522332,bounding_only
52nd st,"Blackburn, Vint R, Md","132 Howard Street, Millvale",5.0,ChIJe_hM16fzNIgRQQRCSS9xNIE,40.480582,-79.97556,consolidated
liberty ave,"Dr. Valerie C. Greene, MD","4221 Penn Avenue, Pittsburgh",,ChIJea3kNU_yNIgR582_68tcleE,40.4660384,-79.9540023,bounding_only
liberty ave,"Dr. Briana Sacco, MD","4221 Penn Avenue, Pittsburgh",,ChIJea3kNU_yNIgRCEpRtMAYRj0,40.4658745,-79.9542546,bounding_only
liberty ave,"Dr. Anubha Mittal, MD","4401 Penn Avenue, Pittsburgh",,ChIJea3kNU_yNIgRJKUlAttAD-4,40.4661227,-79.9533866,bounding_only
liberty ave,Pittsburg Pediatric Associates: Cowden Sharon N N MD,"4221 Penn Avenue # 402, Pittsburgh",,ChIJea3kNU_yNIgRPmG1U6xoo0I,40.465874,-79.9542556,bounding_only
liberty ave,Garrison Jessica L MD,"4221 Penn Avenue, Pittsburgh",,ChIJea3kNU_yNIgRsRYX7pVxQQ0,40.4660384,-79.9540023,bounding_only
liberty ave,"George J. Francis, MD","4727 Friendship Avenue #300, Pittsburgh",4.9,ChIJea3kNU_yNIgRwB5oHxRnLT0,40.4632342,-79.94816809999999,consolidated
36th St,GAMMA Sports,"200 Waterfront Drive, Pittsburgh",4.4,ChIJeb3HUrfzNIgRs008BEwnyqU,40.4672393,-79.9746322,broad_filled
Butler St,Dragonfly Castle Toys,"4747 Butler Street, Pittsburgh",4.7,ChIJebuzGlTyNIgRMUfNPURJ6cs,40.4753826,-79.9578111,broad_filled
49th St,Bar 3 Millvale,"217 North Avenue, Millvale",4.5,ChIJecOqDajzNIgR9FecW2nyS0s,40.4814083,-79.9748153,broad_filled
mccandless ave,Smokeys Tavern Inc,"139 Howard Street, Millvale",4.4,ChIJefHX2KfzNIgRsN6QVnEjMB8,40.4809039,-79.9754387,consolidated
liberty ave,Howley St + Friendship,United States,5.0,ChIJex5gdEbyNIgR29tb-GH_Fts,40.46505399999999,-79.95138999999999,bounding_only
plummer st,Graph-X Printing,"323 Stanton Avenue, Millvale",5.0,ChIJeyYM2KjzNIgRY5r79Vm8oXA,40.4778898,-79.97241799999999,consolidated
plummer st,Best Business Forms Co,"323 Stanton Avenue, Millvale",5.0,ChIJeyYM2KjzNIgRfEwRysGSejg,40.4779108,-79.97246799999999,consolidated
penn ave,Clear Appraisals,"3923 Howley Street, Pittsburgh",5.0,ChIJezGL1EvyNIgR1IBd0nApFCA,40.46355190000001,-79.95870339999999,bounding_only
butler st,The Abbey Coffeehouse,"4633 Butler Street, Pittsburgh",,ChIJf-522EnzNIgR1CF7yM_KT4A,40.4737357,-79.9585122,consolidated
liberty ave,Ella St + Friendship Ave FS,United States,,ChIJf0MOZUbyNIgR4OJBFtjWICY,40.46446700000001,-79.950631,bounding_only
liberty ave,Stylush Pittsburgh,"4600 Penn Avenue, Pittsburgh",4.7,ChIJf1AZPYrzNIgR-kw2lBQ3Mcc,40.4657146,-79.949449,bounding_only
penn ave,GetGo Café + Market,"4000 Butler Street, Pittsburgh",2.6,ChIJf3Fp4UzyNIgRMEQKGVByf2c,40.4685788,-79.9618857,consolidated
liberty ave,Independent Enterprises LLC,"4420 Lorigan Street, Pittsburgh",,ChIJf3QuFwDzNIgRptcoYOdNv7U,40.4605937,-79.9549838,consolidated
penn ave,Kelly's Korner,"285 45th Street, Pittsburgh",4.6,ChIJf3_qIU7yNIgRV2wqYv_dOiI,40.4706761,-79.9569121,consolidated
53rd St,RPI Rentals,"409 North Avenue, Pittsburgh",2.5,ChIJf5BVigfzNIgRAqe_XboMv_I,40.482513,-79.973754,broad_filled
penn ave,KMA & Associates Inc,"3501 Butler Street, Pittsburgh",5.0,ChIJf5WP_bTzNIgR0AOSM7VyS_c,40.464214,-79.966593,bounding_only
penn ave,Krishna Ministry,"3513 Butler Street # 2, Pittsburgh",,ChIJf6q3-7TzNIgRZg-JTn4f3Og,40.4644379,-79.96627389999999,consolidated
penn ave,Asian Influences,"3513 Butler Street, Pittsburgh",5.0,ChIJf6q3-7TzNIgR_56c0JGITI4,40.4644302,-79.9662797,bounding_only
liberty ave,Liberty Ave + Canoe Way,United States,,ChIJf7OE90jyNIgRDqGBadJlxNM,40.463252,-79.955043,bounding_only
liberty ave,Maven Machines,"4117 Liberty Avenue, Pittsburgh",2.8,ChIJf7vHkUjyNIgRSvoE2ekQUqY,40.4636788,-79.95377049999999,consolidated
liberty ave,Direct Online Marketing,"4117 Liberty Avenue, Pittsburgh",5.0,ChIJf7vHkUjyNIgRTsEi-vCr61o,40.4636183,-79.9536555,bounding_only
penn ave,Oliver's Donuts,"4112 Butler Street, Pittsburgh",4.1,ChIJfSLmpRfzNIgRuTB2LzQlRs0,40.4698416,-79.9606687,consolidated
44th St,Fine Wine & Good Spirits #223,"129 Lincoln Avenue, Millvale",4.3,ChIJfTVaNkHzNIgRAv-5EhN9_2g,40.478655,-79.9698852,broad_filled
48th St,99Stains,"421 Grant Avenue, Millvale",,ChIJfUkAXqjzNIgR-oOzOfZnltQ,40.4801531,-79.9738129,broad_filled
liberty ave,P K Mullick & Associates,"4608 Penn Avenue, Pittsburgh",4.6,ChIJfZgvO0TyNIgRpN2nx8aqu5I,40.4657239,-79.9492016,consolidated
penn ave,CoinFlip Bitcoin ATM,"4201 Penn Avenue, Pittsburgh",,ChIJf_1nldXzNIgRc8DvMv_NOSE,40.46605719999999,-79.9544469,bounding_only
penn ave,Graham's Barber Shop,"3816 Butler Street, Pittsburgh",4.8,ChIJf_DQs0zyNIgRXW_C3Llhy7k,40.4672452,-79.9638114,consolidated
penn ave,DJ Otto,"300 39th Street, Pittsburgh",4.1,ChIJfbGgn0vyNIgRDuacDe4s49k,40.46508499999999,-79.960921,consolidated
penn ave,Pittsburgh Event Lighting,"1812 300 39th Street b, 300 39th Street, Pittsburgh",4.4,ChIJfbGgn0vyNIgRsIvc_M9JE8A,40.4650852,-79.9609206,consolidated
penn ave,Fine Wine & Good Spirits,"4065 Butler Street, Pittsburgh",4.5,ChIJfc_cpk3yNIgRYXB_NI3e_M8,40.4695123,-79.9614182,consolidated
liberty ave,Fazio's Pizza,"4028 Penn Avenue, Pittsburgh",4.6,ChIJfdbjNknyNIgRfLIY5-dxlQQ,40.46527080000001,-79.95683509999999,bounding_only
penn ave,Square One Medical,"3706 Butler Street, Pittsburgh",5.0,ChIJffJYOd9iNIgRoHI4P00oM2c,40.4663709,-79.9643997,consolidated
penn ave,Maniküre,"3516 Butler Street, Pittsburgh",4.7,ChIJffdF_LTzNIgREv9NA2KdlWM,40.464374,-79.965853,consolidated
45th St,B-Sides Vintage,"214 Grant Avenue, Millvale",4.6,ChIJffiQ7ZHzNIgRb8jGQfQ12Dw,40.4791409,-79.9714044,broad_filled
butler st,Associated Artists of Pittsburgh,"100 43rd Street, Pittsburgh",5.0,ChIJfwYvHwryNIgRpdJN93p_A-A,40.4731817,-79.96369109999999,consolidated
liberty ave,Nothingman,"4744 Liberty Avenue, Pittsburgh",5.0,ChIJfwhECADzNIgRkBrkrjlNOXg,40.46118389999999,-79.9485251,bounding_only
47th St,Back To The Earth Healing Center,"23 Butler Street, Pittsburgh",5.0,ChIJfwiT9qjzNIgRs7mIbZa451I,40.47960500000001,-79.9733962,broad_filled
butler st,Boys & Girls Club of Western PA,"4600 Butler Street, Pittsburgh",3.3,ChIJg12ALe7zNIgR4Gh6rp7g7YM,40.47311289999999,-79.9581692,consolidated
penn ave,Row House Cinema - Lawrenceville,"4115 Butler Street, Pittsburgh",4.8,ChIJg3lfn03yNIgRsLsytAqbydA,40.469939,-79.96106499999999,consolidated
52nd st,Hahn Funeral Home & Cremation Services Inc,"123 North Avenue, Millvale",5.0,ChIJg5cC0afzNIgRIcQCzoRKMi8,40.4804767,-79.9757011,consolidated
liberty ave,Progressive Office Cabling,"324 Taylor Street, Pittsburgh",3.7,ChIJg6PafchVNIgRcQRe5G6jmdM,40.46208199999999,-79.951639,consolidated
liberty ave,William Sorrell,"4608 Penn Avenue, Pittsburgh",,ChIJg7MtJUTyNIgRE7mAEUZhlEY,40.4657143,-79.949207,bounding_only
liberty ave,Joshua Palmer,"4608 Penn Avenue, Pittsburgh",,ChIJg7MtJUTyNIgRsyyE81G-T1Q,40.4657143,-79.949207,bounding_only
liberty ave,Heeyoung Lee,"4608 Penn Avenue, Pittsburgh",,ChIJg7MtJUTyNIgRuoxqRERU0j8,40.4657143,-79.949207,bounding_only
penn ave,Grapperia,"3801 Butler Street, Pittsburgh",4.7,ChIJgQf9UbPzNIgRcuZi-LCagAA,40.4670557,-79.96442449999999,consolidated
butler st,River City Growers,"183 43rd Street, Pittsburgh",,ChIJgTokHFjzNIgREI5hmbG8iUw,40.4712137,-79.9608216,bounding_only
Penn Ave,O'Hara Apartments LLC,"3649 Liberty Avenue, Pittsburgh",3.3,ChIJgVyllkryNIgRihjouDKRazo,40.4621786,-79.9621229,broad_filled
liberty ave,"Adelaide L Eichman, MD","4401 Penn Avenue, Pittsburgh",1.0,ChIJgWukZU_yNIgR3zc4VIOcHKk,40.4661227,-79.9533866,bounding_only
butler st,"Daniel Goldstein, LCSW","145 44th Street, Pittsburgh",,ChIJgXwxEAPzNIgR7uz8CP2lVv4,40.47280420000001,-79.9613167,bounding_only
penn ave,Provisions at Arsenal 201,"3915 Butler Street, Pittsburgh",,ChIJgYW4opbzNIgRh1Bxb0fGcjQ,40.467886,-79.96362959999999,consolidated
penn ave,Lawrenceville Vision Care,"4321 Butler Street, Pittsburgh",4.2,ChIJga9hmE3yNIgRLBBmbdx5mVg,40.47124110000001,-79.9601031,consolidated
butler st,"Danielle Staresinic, OD","4321 Butler Street, Pittsburgh",,ChIJga9hmE3yNIgRquJ6B35hcF0,40.4713009,-79.960224,consolidated
butler st,The Foundry at 41st,"4107 Willow Street, Pittsburgh",4.4,ChIJgbYkVa3zNIgR33A3MPCseG4,40.472162,-79.9643936,consolidated
50th St,Clark Barber Co.,"503 Grant Avenue, Pittsburgh",5.0,ChIJgbhyWB_zNIgRw7fCUBZrOZw,40.4803942,-79.97421279999999,broad_filled
45th St,Goosehead Insurance - Scott Davis,"146 Grant Avenue, Pittsburgh",5.0,ChIJgwNp6BnxNIgRXAmjC_WiusY,40.47877159999999,-79.97076349999999,broad_filled
liberty ave,Liberty Ave + Ella,United States,,ChIJgx0nMkbyNIgRAb4awEjaS44,40.4631554,-79.9520031,bounding_only
liberty ave,Linea Verde Green Market,"4619 Liberty Avenue, Pittsburgh",4.9,ChIJh5-cqkfyNIgR0Oikxdv6q_g,40.4624386,-79.9501913,consolidated
liberty ave,Merante's Bloomfield,"4723 Liberty Avenue, Pittsburgh",4.5,ChIJh9WSEEfyNIgRfHmo6d_9A0g,40.46183529999999,-79.94908629999999,bounding_only
penn ave,Penn Ave Garage,"422 44th Street, Pittsburgh",4.2,ChIJhSAgEe_zNIgRjUfHpkjRJB4,40.46768699999999,-79.9548789,bounding_only
34th St,Allegheny Plywood Co,"3433 Smallman Street, Pittsburgh",4.5,ChIJhUzqSrTzNIgRtSJllJcibgc,40.4642779,-79.96807989999999,broad_filled
stanton ave,Holy Spirit Church - St. Matthew Parish,"608 Farragut Street, Pittsburgh",4.8,ChIJhYRpzKfzNIgRRGLekeE4Gm8,40.4801274,-79.9760661,consolidated
52nd st,Adelphoi Education,"608 Farragut Street, Millvale",5.0,ChIJhYRpzKfzNIgRv_YQBA1nYNg,40.4802828,-79.9765663,consolidated
butler st,Frannies,"120 Banner Way, Pittsburgh",,ChIJhYYuX8fzNIgRVhv0lAVbcHo,40.471594,-79.96325809999999,consolidated
liberty ave,Bitcoin Depot - BDCheckout,"4411 Howley Street, Pittsburgh",,ChIJhYyV5TDzNIgRL0cmuSopo0k,40.46469099999999,-79.95279,bounding_only
Penn Ave,Sullivan Field,Pittsburgh,3.6,ChIJh_a0t0ryNIgRERA0mmhsnY0,40.4625037,-79.9635321,broad_filled
penn ave,Merchant Oyster Co.,"4129 Butler Street, Pittsburgh",4.5,ChIJhbb-m03yNIgRUsWJ-htXSRY,40.4702203,-79.9607968,bounding_only
Liberty Ave,Sonitrol Security Systems Tbe Inc,"608 Melwood Avenue, Pittsburgh",5.0,ChIJhfuPCzfyNIgRwAhklbPTj_k,40.4577177,-79.95446419999999,broad_filled
penn ave,William Penn Tavern,"3810 Butler Street, Pittsburgh",4.4,ChIJi32qHBHyNIgRxPtrUFhiLBc,40.4669023,-79.9639902,consolidated
penn ave,Removery Tattoo Removal & Fading,"3603 Butler Street, Pittsburgh",5.0,ChIJi3AkvLTzNIgR_3Z9c9wvVyY,40.4655902,-79.9653227,consolidated
penn ave,Hunger Services Network - Food Distribution Center,"204 37th Street, Pittsburgh",5.0,ChIJiQYGr7TzNIgRar7C7ySNXto,40.4659896,-79.96459999999999,bounding_only
penn ave,Meals On Wheels,"204 37th Street #103, Pittsburgh",5.0,ChIJiQYGr7TzNIgRaw3OZdrE8Hs,40.4658826,-79.96449559999999,consolidated
penn ave,"Melissa Stern Sutcliffe, PhD","4117 Penn Avenue, Pittsburgh",,ChIJiU8kOFPzNIgRkhx8RauKfAA,40.4659347,-79.95472459999999,bounding_only
penn ave,Standard Realty Group,"4124 Butler Street, Pittsburgh",4.6,ChIJiYVbmE3yNIgR_5jca8jiWFU,40.4700053,-79.96065449999999,bounding_only
liberty ave,Allure,"4730 Liberty Avenue, Pittsburgh",5.0,ChIJib9qFEfyNIgR95YgYP9L3Rk,40.4614559,-79.9489423,consolidated
butler st,Butler St + 47th,United States,1.0,ChIJid4nZVHyNIgR2Z2GBMpX9Ps,40.47409099999999,-79.95790699999999,consolidated
penn ave,40th + Government Way Steps,United States,,ChIJidVZBkzyNIgRO_pol39Qr-8,40.4655813,-79.9584891,consolidated
Butler St,Busy Beaver,"4743 Plummer Street, Pittsburgh",4.3,ChIJie-n5FPyNIgRnfaxpmdcZiA,40.4753491,-79.9587572,broad_filled
49th St,Attic Record Store Inc,"513 Grant Avenue, Millvale",4.9,ChIJif42cKjzNIgRUMNHBPYEJrI,40.4806849,-79.9746859,broad_filled
liberty ave,Sausalido,"4621 Liberty Avenue, Pittsburgh",4.7,ChIJifg4qkfyNIgR78eJjin8_cI,40.462443,-79.950098,consolidated
50th st,The Art of Game,"500 Farragut Street, Pittsburgh",5.0,ChIJiwPgVULzNIgRJTZKNaYZmfE,40.4791523,-79.9749491,consolidated
penn ave,FRIO Creamery,"4127 Butler Street, Pittsburgh",4.7,ChIJizcYc_3zNIgRMsFtTaRF21E,40.47015419999999,-79.9608653,bounding_only
penn ave,Marathon Gas,"4010 Penn Avenue, Pittsburgh",4.1,ChIJj4WsT0nyNIgRDNMAlViozVU,40.4649901,-79.9574344,bounding_only
butler st,Mary Barensfeld Architecture,"212 45th Street 1st Fl - Suite 3, Pittsburgh",,ChIJj8EVzxd-j4AReliPyYIR7Fc,40.4719294,-79.9591294,consolidated
penn ave,H&R Block,"4021 Butler Street, Pittsburgh",4.3,ChIJj8Lcu_GaqokRUwdvoWIE29g,40.469355,-79.96178669999999,consolidated
liberty ave,Liberty Ave + Main St FS,United States,,ChIJjXe5mkjyNIgRGWwkL9oYpcM,40.46343799999999,-79.953997,bounding_only
50th St,Steel City Scuba,"220 North Avenue suite 4, Millvale",4.7,ChIJjYDnH0BeNIgRsLVFRKJ2jAU,40.481326,-79.9744827,broad_filled
penn ave,Sherri Williams MSEd LPC NCC ~ TheLovingChoice,"3495 Butler Street #101, Pittsburgh",,ChIJjZAsLTzyNIgRE1KnuK0niQM,40.463984,-79.96646009999999,consolidated
45th St,Abeille Voyante Tea Co,"211 Grant Avenue, Millvale",5.0,ChIJjZdHFefzNIgR-EWidM38HBQ,40.4788844,-79.9715028,broad_filled
52nd St,LibertyX Bitcoin ATM,"225 North Avenue, Millvale",,ChIJjZiJA4jzNIgRNJrr_bc3o1Q,40.48159460000001,-79.9746018,broad_filled
penn ave,United States Postal Service,"186 42nd Street, Pittsburgh",3.1,ChIJj_Gsgk3yNIgRDui2ZnQLKuM,40.47041979999999,-79.96120739999999,consolidated
liberty ave,Associates In Dermatology,"4727 Friendship Avenue, Pittsburgh",,ChIJjbh90EbyNIgRBcZYt1jWNUk,40.46316929999999,-79.9479092,consolidated
penn ave,Thunderbird Café & Music Hall,"4053 Butler Street, Pittsburgh",4.7,ChIJjfRLD03yNIgRLdf1DsJeq9U,40.46939909999999,-79.9616095,consolidated
